An	O
Hermann	Mann
Hesse	Mann
Wien	O
,	O
2	O
.	O
Februar	O
1903	O
Sehr	O
werter	O
Herr	Mann
Hesse	Mann
,	O
Ich	O
muß	O
Sie	O
ganz	O
herzlich	O
darum	O
bitten	O
,	O
mir	O
es	O
nicht	O
als	O
gewohnte	O
Verlegenheitsphrase	O
werten	O
zu	O
wollen	O
,	O
wenn	O
ich	O
Ihnen	O
dankend	O
sage	O
,	O
daß	O
mit	O
Ihrem	O
Buche	O
eine	O
große	O
Freude	O
zu	O
mir	O
gekommen	O
ist	O
.	O
Ich	O
danke	O
Ihnen	O
recht	O
,	O
recht	O
innig	O
und	O
muß	O
Sie	O
bitten	O
,	O
mir	O
auch	O
dies	O
glauben	O
zu	O
wollen	O
:	O
ich	O
habe	O
seit	O
langem	O
schon	O
die	O
Absicht	O
gehabt	O
,	O
mich	O
an	O
Sie	O
um	O
Ihr	O
Buch	O
zu	O
wenden	O
.	O
Nur	O
fürchtete	O
ich	O
auf	O
einen	O
zu	O
stoßen	O
,	O
der	O
meine	O
Anschauung	O
nicht	O
teilt	O
,	O
daß	O
auch	O
Dichter	Mann
oder	O
eben	O
Dichter	Mann
es	O
nicht	O
notwendig	O
haben	O
,	O
conventionaliter	O
miteinander	O
in	O
Verkehr	O
zu	O
treten	O
.	O
Ich	O
habe	O
von	O
je	O
an	O
jenen	O
»	O
Geheimbund	O
der	O
Melancholischen	O
«	O
geglaubt	O
,	O
von	O
dem	O
Jacobsen	Mann
in	O
der	O
Maria	Frau
Grubbe	O
erzählt	O
,	O
ich	O
glaube	O
auch	O
,	O
daß	O
wir	O
,	O
die	O
wir	O
seelische	O
Ähnlichkeiten	O
in	O
uns	O
fühlen	O
,	O
einander	O
nicht	O
fremd	O
bleiben	O
dürfen	O
.	O
Sie	O
,	O
den	O
ich	O
lange	O
aus	O
einzelnen	O
Versen	O
in	O
Zeitschriften	O
liebe	O
,	O
nun	O
persönlich	O
zu	O
kennen	O
,	O
ist	O
mir	O
aufrichtige	O
Freude	O
.	O
Darf	O
ich	O
einiges	O
über	O
Ihr	O
Buch	O
sagen	O
?	O
Nein	O
,	O
ich	O
wills	O
doch	O
nicht	O
,	O
ich	O
hab	O
s	O
noch	O
nicht	O
ganz	O
gelesen	O
,	O
nur	O
so	O
aufgeschlagen	O
.	O
Aber	O
ich	O
hab	O
s	O
auch	O
schon	O
genommen	O
und	O
aus	O
meiner	O
hellen	O
lebendigen	O
Empfindung	O
heraus	O
zu	O
meinen	O
Freunden	O
getragen	O
und	O
vorgelesen	O
.	O
Ganz	O
aufrichtig	O
:	O
ich	O
sehe	O
schon	O
jetzt	O
,	O
daß	O
es	O
neben	O
Rilkes	Mann
:	O
»	O
Buch	O
der	O
Bilder	O
«	O
,	O
Wilhelm	Mann
von	Mann
Scholzens	Mann
:	O
»	O
Spiegel	O
«	O
und	O
meines	O
lieben	O
Freundes	Mann
Camill	Mann
Hoffmann	Mann
ganz	O
wundersam	O
verwandtem	O
»	O
Adagio	O
stiller	O
Abende	O
«	O
das	O
liebste	O
Versbuch	O
dieses	O
Jahres	O
ist	O
.	O
Mit	O
Freude	O
kann	O
ich	O
es	O
zu	O
den	O
Dedicationen	O
stellen	O
;	O
die	O
Gesellschaft	O
dort	O
ist	O
übrigens	O
nicht	O
so	O
übel	O
:	O
Johannes	Mann
Schlaf	Mann
,	O
R.	Mann
M.	Mann
Rilke	Mann
,	O
Camille	Mann
Lemonnier	Mann
,	O
Wilhelm	Mann
von	Mann
Scholz	Mann
,	O
Franz	Mann
Evers	Mann
,	O
Wilhelm	Mann
Holzamer	Mann
,	O
Hans	Mann
Benzmann	Mann
,	O
Richard	Mann
Schaukal	Mann
,	O
Otto	Mann
Hauser	Mann
,	O
Busse	Mann
Palma	Mann
sind	O
da	O
als	O
Spender	Mann
zu	O
nennen	O
.	O
Gerne	O
will	O
ich	O
auch	O
,	O
sobald	O
sich	O
Gelegenheit	O
findet	O
,	O
für	O
das	O
Buch	O
etwas	O
tun	O
,	O
und	O
zwar	O
in	O
einem	O
großen	O
Blatte	O
,	O
wo	O
ich	O
weiß	O
,	O
daß	O
meine	O
Worte	O
nicht	O
im	O
Wind	O
verwehn	O
.	O
Meinen	O
»	O
Verlaine	Mann
«	O
erhalten	O
Sie	O
in	O
ca.	O
8	O
Tagen	O
;	O
ich	O
will	O
heute	O
meinen	O
Verleger	Mann
um	O
neue	O
Exemplare	O
bitten	O
;	O
ich	O
habe	O
übrigens	O
viel	O
Freude	O
an	O
dem	O
Buche	O
,	O
es	O
geht	O
ganz	O
mächtig	O
ab	O
,	O
und	O
ich	O
hoffe	O
vielleicht	O
schon	O
im	O
Herbst	O
das	O
3	O
.	O
–	O
5	O
.	O
Tausend	O
als	O
zweite	O
Auflage	O
in	O
die	O
Welt	O
gehn	O
zu	O
sehn	O
.	O
Da	O
will	O
ich	O
dann	O
zuverlässig	O
Ihr	O
so	O
prächtig	O
übertragenes	O
Gedicht	O
einfügen	O
,	O
eventuell	O
Sie	O
bitten	O
,	O
mir	O
noch	O
andere	O
Proben	O
zu	O
übermitteln	O
.	O
Und	O
nun	O
noch	O
eins	O
:	O
ich	O
möchte	O
nun	O
,	O
da	O
Sie	O
mit	O
fröhlicher	O
Kraft	O
das	O
Eis	O
gebrochen	O
haben	O
,	O
es	O
nicht	O
wollen	O
,	O
daß	O
wir	O
uns	O
ganz	O
verloren	O
gehen	O
.	O
Ich	O
wüßte	O
gerne	O
mehr	O
von	O
Ihnen	O
,	O
als	O
Carl	Mann
Busse	Mann
erzählt	O
.	O
Ich	O
bin	O
zwar	O
kein	O
zuverlässiger	O
Briefschreiber	Mann
;	O
mit	O
Richard	Mann
Schaukal	Mann
war	O
ich	O
einige	O
Zeit	O
in	O
Correspondenz	O
(	O
er	O
schrieb	O
mir	O
auch	O
von	O
Ihnen	O
)	O
,	O
hab	O
	O
sie	O
aber	O
nicht	O
durchführen	O
können	O
,	O
weil	O
mir	O
mein	O
Studium	O
keine	O
Zeit	O
läßt	O
,	O
mich	O
brieflich	O
über	O
Literatur	O
zu	O
unterhalten	O
;	O
hab	O
	O
ja	O
ohnehin	O
so	O
meine	O
3	O
Briefe	O
im	O
Tag	O
,	O
wiewohl	O
ich	O
nur	O
mit	O
Wilhelm	Mann
von	Mann
Scholz	Mann
,	O
Fritz	Mann
Stöber	Mann
und	O
einigen	O
andern	O
deutschen	O
Freunden	O
und	O
einer	O
Menge	O
Franzosen	O
wie	O
Camille	Mann
Lemonnier	Mann
,	O
Charles	Mann
van	Mann
der	Mann
Stappen	Mann
in	O
Correspondenz	O
stehe	O
.	O
Aber	O
von	O
engeren	O
Dingen	O
,	O
vom	O
Persönlichen	O
,	O
von	O
dem	O
was	O
uns	O
bewegt	O
und	O
innerlich	O
beschäftigt	O
,	O
einem	O
verehrten	O
Freunde	Mann
sagen	O
zu	O
dürfen	O
,	O
ist	O
mir	O
immer	O
ein	O
Glück	O
.	O
Nur	O
sind	O
solche	O
Briefe	O
bei	O
mir	O
spontan	O
;	O
sie	O
sind	O
nicht	O
postwendend	O
,	O
sondern	O
dauern	O
oft	O
3	O
Wochen	O
und	O
mehr	O
.	O
Wollen	O
Sie	O
es	O
unter	O
solchen	O
Umständen	O
wagen	O
,	O
mir	O
von	O
Ihnen	O
recht	O
viel	O
zu	O
erzählen	O
,	O
so	O
will	O
ich	O
nur	O
froh	O
und	O
innig	O
dankbar	O
sein	O
,	O
und	O
ich	O
glaube	O
,	O
Sie	O
dürfen	O
dann	O
auf	O
mich	O
zählen	O
.	O
Als	O
Lyriker	Mann
werte	O
ich	O
mich	O
nicht	O
sehr	O
hoch	O
,	O
so	O
zweifle	O
ich	O
nie	O
an	O
meiner	O
gänzlichen	O
Unnotwendigkeit	O
für	O
die	O
Welt	O
–	O
es	O
sei	O
denn	O
,	O
daß	O
ich	O
an	O
mir	O
die	O
Tugend	O
schätze	O
,	O
»	O
meinen	O
Freunden	O
Freund	O
zu	O
sein	O
«	O
.	O
Und	O
mir	O
ist	O
,	O
als	O
würde	O
ich	O
Sie	O
einst	O
zu	O
ihnen	O
zählen	O
dürfen	O
.	O
Nochmals	O
und	O
nochmals	O
:	O
Dank	O
aus	O
aufrichtigem	O
Herzen	O
!	O
Haben	O
Sie	O
einmal	O
in	O
Ihrem	O
Leben	O
eine	O
trübe	O
Stunde	O
,	O
da	O
Sie	O
sich	O
ängstigen	O
,	O
ob	O
Ihr	O
Lied	O
und	O
Leben	O
nicht	O
ohne	O
Nachhall	O
verrauscht	O
,	O
so	O
lassen	O
Sie	O
sich	O
aufrichten	O
durch	O
die	O
Gewißheit	O
,	O
daß	O
Sie	O
einem	O
mehr	O
gegeben	O
haben	O
als	O
viele	O
in	O
Deutschland	O
Vielgenannte	O
–	O
mehr	O
wie	O
Falke	Mann
,	O
Hartleben	Mann
,	O
Schaukal	Mann
,	O
Bierbaum	Mann
etc.	O
etc.	O
–	O
nämlich	O
Ihrem	O
Sie	O
in	O
herzlicher	O
Verehrung	O
begrüßenden	O
Stefan	Mann
Zweig	Mann
An	O
Hermann	Mann
Hesse	Mann
Wien	O
,	O
2	O
.	O
März	O
1903	O
Werter	O
Herr	O
Hesse	Mann
,	O
Glauben	O
Sie	O
mir	O
,	O
wenn	O
auch	O
zwischen	O
Ihrem	O
Briefe	O
und	O
dem	O
meinigen	O
ein	O
ganzer	O
Monat	O
liegt	O
,	O
so	O
habe	O
ich	O
doch	O
oft	O
Ihrer	O
gedacht	O
.	O
Ihren	O
»	O
Hermann	Mann
Lauscher	Mann
«	O
hab	O
ich	O
mit	O
viel	O
Liebe	O
gelesen	O
–	O
ich	O
danke	O
Ihnen	O
herzlich	O
für	O
dieses	O
Buch	O
.	O
Wie	O
ich	O
so	O
am	O
Anfang	O
war	O
,	O
dacht	O
	O
ich	O
mir	O
:	O
wie	O
freudig	O
wärst	O
Du	O
nun	O
,	O
hättest	O
du	O
nicht	O
einen	O
schmalen	O
Band	O
in	O
der	O
Hand	O
,	O
sondern	O
ein	O
dickes	O
Buch	O
,	O
wäre	O
das	O
doch	O
nicht	O
ein	O
Fragment	O
,	O
sondern	O
das	O
erste	O
Capitel	O
eines	O
Romanes	O
.	O
Dann	O
dürften	O
wir	O
uns	O
wirklich	O
gratulieren	O
!	O
Aber	O
,	O
wer	O
weiß	O
?!	O
Was	O
nicht	O
ist	O
,	O
kann	O
werden	O
.	O
Und	O
ich	O
meine	O
,	O
Sie	O
dürfen	O
auch	O
Ihrem	O
Leben	O
nicht	O
gram	O
sein	O
,	O
wenn	O
es	O
Ihnen	O
gegeben	O
hat	O
,	O
dies	O
zu	O
schreiben	O
.	O
Wollte	O
ich	O
meine	O
Kindheitserlebnisse	O
zusammenraffen	O
,	O
so	O
wäre	O
ja	O
auch	O
Sonne	O
und	O
Wolken	O
in	O
ihnen	O
,	O
aber	O
sie	O
hätten	O
nicht	O
jenes	O
reine	O
stille	O
Licht	O
,	O
das	O
die	O
rauschende	O
Natur	O
Ihnen	O
gespendet	O
hat	O
.	O
Großstadtschicksal	O
kann	O
gleiche	O
Tragik	O
haben	O
und	O
doch	O
nie	O
gleiche	O
Größe	O
.	O
Auch	O
ich	O
gehe	O
hier	O
der	O
Literatur	O
ziemlich	O
aus	O
dem	O
Weg	O
.	O
Ich	O
glaube	O
–	O
so	O
sah	O
ich	O
s	O
wenigstens	O
in	O
Berlin	O
–	O
,	O
man	O
denkt	O
sich	O
die	O
Wiener	O
Literatur	O
im	O
Ausland	O
als	O
einen	O
großen	O
Caféhaustisch	O
,	O
um	O
den	O
wir	O
alle	O
herumsitzen	O
Tag	O
für	O
Tag	O
.	O
Nun	O
–	O
ich	O
,	O
zum	O
Beispiel	O
,	O
kenne	O
weder	O
Schnitzler	Mann
noch	O
Bahr	Mann
,	O
Hofmannsthal	Mann
,	O
Altenberg	Mann
intim	O
,	O
die	O
ersten	O
drei	O
überhaupt	O
nicht	O
.	O
Ich	O
gehe	O
meine	O
Wege	O
mit	O
ein	O
paar	O
Stillen	O
im	O
Lande	O
:	O
Camill	Mann
Hoffmann	Mann
,	O
Hans	Mann
Müller	Mann
,	O
Franz	Mann
Carl	Mann
Ginzkey	Mann
,	O
einem	O
französisch	O
-	O
türkischen	O
Dichter	Mann
Dr.	Mann
Abdullah	Mann
Bey	Mann
und	O
ein	O
paar	O
Malern	O
und	O
Musikern	O
.	O
Ich	O
glaube	O
–	O
im	O
Grunde	O
leben	O
wir	O
–	O
ich	O
meine	O
»	O
wir	O
«	O
,	O
die	O
wir	O
uns	O
verwandt	O
fühlen	O
–	O
alle	O
ziemlich	O
gleich	O
.	O
Auch	O
ich	O
habe	O
mich	O
viel	O
verschwendet	O
ans	O
Leben	O
–	O
nur	O
jenes	O
letzte	O
Überfließen	O
fehlt	O
mir	O
:	O
der	O
Rausch	O
.	O
Ein	O
bißchen	O
bleibe	O
ich	O
immer	O
nüchtern	O
–	O
ein	O
Ding	O
,	O
das	O
mir	O
Georg	Mann
Busse	Mann
Palma	Mann
,	O
das	O
größte	O
Sumpfhuhn	O
unserer	O
Tage	O
,	O
nie	O
verzeihen	O
konnte	O
.	O
Ich	O
glaube	O
,	O
ich	O
werde	O
es	O
auch	O
kaum	O
mehr	O
lernen	O
,	O
denn	O
die	O
Fähigkeit	O
zur	O
Gründlichkeit	O
in	O
allen	O
Dingen	O
wird	O
mir	O
von	O
Tag	O
zu	O
Tag	O
fremder	O
:	O
Würden	O
mir	O
die	O
neuen	O
Gedichte	O
nicht	O
wertvoller	O
,	O
als	O
die	O
ein	O
bißchen	O
wäßrigen	O
und	O
allzu	O
glatten	O
»	O
Silbernen	O
Saiten	O
«	O
,	O
so	O
glaubte	O
ich	O
,	O
daß	O
ich	O
mich	O
verflache	O
.	O
Und	O
dabei	O
muß	O
ich	O
Wissenschaft	O
treiben	O
!	O
Und	O
ich	O
arbeite	O
jetzt	O
wie	O
ein	O
Rasender	Mann
,	O
um	O
nächstes	O
Jahr	O
den	O
Doctor	O
philosophiae	O
hinter	O
mich	O
zu	O
werfen	O
,	O
wie	O
einen	O
lästigen	O
Kleiderfetzen	O
.	O
Es	O
ist	O
dies	O
wohl	O
die	O
einzige	O
Sache	O
,	O
die	O
ich	O
meinen	O
Eltern	O
zuliebe	O
tue	O
und	O
dem	O
eignen	O
Ich	O
zu	O
Trotz	O
.	O
Ich	O
fühle	O
mich	O
ganz	O
zermalmt	O
von	O
dem	O
vielen	O
Büffeln	O
,	O
das	O
nur	O
von	O
wilden	O
Nächten	O
ab	O
und	O
zu	O
durchkreuzt	O
wird	O
,	O
nie	O
von	O
Erholung	O
und	O
Befreiung	O
–	O
hoffentlich	O
setze	O
ich	O
s	O
zu	O
Hause	O
durch	O
,	O
daß	O
man	O
mich	O
zu	O
Ostern	O
auf	O
10	O
Tage	O
nach	O
Italien	O
läßt	O
.	O
Ich	O
habe	O
Italienisch	O
gelernt	O
,	O
und	O
mich	O
hungert	O
mit	O
einem	O
Male	O
nach	O
Leonardos	Mann
Bildern	O
,	O
von	O
denen	O
ich	O
weiß	O
,	O
daß	O
ich	O
sie	O
lieben	O
werde	O
,	O
wiewohl	O
ich	O
sie	O
nur	O
aus	O
Nachbildungen	O
bisher	O
kenne	O
.	O
Ein	O
Brief	O
von	O
Ihnen	O
,	O
werter	O
Herr	Mann
Hesse	Mann
,	O
wird	O
mich	O
sehr	O
erfreuen	O
;	O
je	O
früher	O
,	O
je	O
lieber	O
.	O
Und	O
daß	O
mich	O
graue	O
Stimmung	O
nicht	O
früher	O
Dank	O
sagen	O
ließ	O
für	O
Ihre	O
Zeilen	O
,	O
verübeln	O
Sie	O
doch	O
nicht	O
Ihrem	O
herzlich	O
grüßenden	O
Stefan	Mann
Zweig	Mann
An	O
Hermann	Mann
Hesse	Mann
1	O
.	O
XI	O
.	O
1903	O
Lieber	O
Herr	Mann
Hesse	Mann
,	O
ich	O
schreibe	O
Ihnen	O
aus	O
großer	O
Freude	O
.	O
Complimente	O
zu	O
machen	O
,	O
habe	O
ich	O
nicht	O
nötig	O
,	O
aber	O
wie	O
wunderbar	O
schön	O
,	O
wie	O
hinreißend	O
sind	O
die	O
drei	O
ersten	O
Capitel	O
Ihres	O
Buches	O
,	O
das	O
ich	O
bewegten	O
Herzens	O
,	O
sehnsüchtig	O
,	O
aber	O
neidlos	O
gelesen	O
habe	O
.	O
Es	O
ist	O
so	O
deutsch	O
,	O
so	O
echt	O
und	O
gut	O
;	O
ich	O
freue	O
mich	O
heute	O
schon	O
auf	O
den	O
lauten	O
und	O
hellen	O
Fanfarenstoß	O
,	O
den	O
ich	O
ihm	O
vorausschicken	O
will	O
,	O
sobald	O
es	O
erscheint	O
,	O
denn	O
mag	O
Mitte	O
und	O
Ende	O
auch	O
sinken	O
,	O
das	O
Buch	O
darf	O
schon	O
um	O
des	O
Anfangs	O
willen	O
nicht	O
untergehen	O
.	O
Sie	O
sind	O
,	O
lieber	O
und	O
verehrter	O
Herr	Mann
Hesse	Mann
,	O
zu	O
bescheiden	O
und	O
zu	O
mutlos	O
.	O
Oder	O
sollten	O
Sie	O
zu	O
anspruchsvoll	O
sein	O
?	O
Sie	O
haben	O
dreißig	O
meisterliche	O
Gedichte	O
geschrieben	O
,	O
die	O
viel	O
Beifall	O
fanden	O
,	O
allerdings	O
nicht	O
genügend	O
–	O
ich	O
habe	O
das	O
jüngst	O
im	O
»	O
Magazin	O
für	O
Literatur	O
«	O
öffentlich	O
auch	O
betont	O
–	O
,	O
und	O
sind	O
nicht	O
zufrieden	O
allein	O
damit	O
,	O
daß	O
Sie	O
sie	O
geschaffen	O
haben	O
?	O
Ist	O
es	O
Ihnen	O
nicht	O
mehr	O
,	O
wenn	O
Ihnen	O
ein	O
paar	O
sagen	O
–	O
zu	O
denen	O
ich	O
auch	O
zähle	O
–	O
,	O
Hermann	Mann
Hesse	Mann
ist	O
heute	O
einer	O
der	O
Ersten	O
in	O
Deutschland	O
,	O
ein	O
Junger	Mann
und	O
Großer	Mann
,	O
mehr	O
Dichter	Mann
als	O
Holz	Mann
und	O
Bierbaum	Mann
und	O
Schaukal	Mann
und	O
Otto	Mann
Ernst	Mann
und	O
alle	O
,	O
die	O
heute	O
mit	O
klappernden	O
Glockenschwengeln	O
ins	O
Land	O
geläutet	O
werden	O
.	O
Sind	O
das	O
nicht	O
auch	O
Erfolge	O
,	O
wenn	O
Fischer	O
einen	O
Roman	O
acceptiert	O
?	O
Ich	O
wollte	O
ich	O
wäre	O
schon	O
so	O
weit	O
!	O
Wollen	O
Sie	O
materielle	O
Erfolge	O
?	O
Auch	O
diese	O
werden	O
nicht	O
ausbleiben	O
,	O
denn	O
Ihre	O
Bücher	O
werben	O
Freunde	O
;	O
die	O
Gabe	O
,	O
die	O
Sie	O
mir	O
mit	O
Ihren	O
Werken	O
gespendet	O
haben	O
,	O
hat	O
schon	O
vierfache	O
Zinsen	O
getragen	O
,	O
hat	O
Ihnen	O
vier	O
Exemplare	O
abgesetzt	O
und	O
achtfache	O
,	O
zwanzigfache	O
Bewunderung	O
und	O
Verehrung	O
gebracht	O
.	O
Ich	O
weiß	O
Freunde	O
,	O
die	O
Verse	O
von	O
Ihnen	O
auswendig	O
können	O
–	O
ich	O
kann	O
auch	O
nicht	O
wenige	O
–	O
und	O
sie	O
recitieren	O
,	O
wenn	O
man	O
von	O
guten	O
Werken	O
spricht	O
.	O
Ich	O
glaube	O
,	O
Sie	O
sitzen	O
zu	O
sehr	O
im	O
Schwarzwald	O
,	O
um	O
das	O
alles	O
zu	O
wissen	O
.	O
Aber	O
bleiben	O
Sie	O
nur	O
dort	O
und	O
schreiben	O
Sie	O
uns	O
ein	O
neues	O
Buch	O
–	O
ich	O
brauche	O
nicht	O
zu	O
sagen	O
–	O
ein	O
gutes	O
.	O
–	O
Was	O
soll	O
ich	O
Ihnen	O
nun	O
von	O
mir	O
armem	O
Knaben	Mann
erzählen	O
,	O
der	O
an	O
elterlicher	O
Eitelkeit	O
krankt	O
,	O
einen	O
Doktorhut	O
zu	O
tragen	O
?	O
In	O
der	O
Bretagne	O
,	O
auf	O
der	O
lieben	O
stillen	O
Insel	O
,	O
auf	O
die	O
ich	O
mich	O
verkrochen	O
hatte	O
,	O
um	O
zu	O
arbeiten	O
,	O
habe	O
ich	O
eine	O
sensitive	O
,	O
allzu	O
artistische	O
Novelle	O
geschaffen	O
,	O
die	O
meinen	O
Band	O
complettiert	O
.	O
Seitdem	O
übersetze	O
ich	O
nur	O
ab	O
und	O
zu	O
ein	O
Gedicht	O
von	O
Emile	Mann
Verhaeren	Mann
–	O
dem	O
großen	O
belgisch	O
-	O
französischen	O
Dichter	Mann
.	O
Das	O
gibt	O
auch	O
wieder	O
ein	O
Buch	O
.	O
Aber	O
ich	O
habe	O
gar	O
keine	O
Sehnsüchte	O
,	O
Papier	O
mit	O
eigenem	O
Unfug	O
blätternd	O
in	O
den	O
Händen	O
zu	O
halten	O
;	O
ich	O
wollte	O
,	O
ich	O
wäre	O
wieder	O
in	O
meinem	O
braunen	O
schlanken	O
Segelboot	O
auf	O
Ile	O
Bréhat	O
und	O
steuerte	O
in	O
die	O
Welt	O
,	O
wo	O
ich	O
sie	O
nicht	O
ahnte	O
und	O
kannte	O
.	O
Oder	O
in	O
Paris	O
bei	O
den	O
schönen	O
Frauen	O
,	O
die	O
mich	O
so	O
verzärtelt	O
haben	O
,	O
daß	O
ich	O
hier	O
von	O
Abenteuer	O
zu	O
Abenteuer	O
mit	O
unwilligen	O
Schritten	O
gehe	O
,	O
freudlos	O
und	O
gelangweilt	O
,	O
ohne	O
es	O
mir	O
zu	O
gestehen	O
.	O
Ich	O
verträume	O
mehr	O
und	O
mehr	O
.	O
Das	O
Schaffen	O
wird	O
mir	O
Qual	O
gegenüber	O
dem	O
reinen	O
altindischen	O
Genuß	O
,	O
nicht	O
mehr	O
schöpferisch	O
die	O
Bilder	O
zu	O
gruppieren	O
,	O
sondern	O
sie	O
wahllos	O
und	O
ohne	O
Logik	O
zueinander	O
wandeln	O
zu	O
lassen	O
wie	O
im	O
Traum	O
.	O
Ein	O
–	O
zwei	O
Gedichte	O
habe	O
ich	O
in	O
sechs	O
Monaten	O
geschaffen	O
,	O
der	O
sonst	O
in	O
sechs	O
Tagen	O
soviel	O
schrieb	O
.	O
Aber	O
ich	O
will	O
nicht	O
klagen	O
:	O
vielleicht	O
haben	O
auch	O
diese	O
Wege	O
ein	O
Ziel	O
.	O
Ich	O
will	O
nicht	O
hoffärtig	O
sein	O
.	O
Erzählen	O
Sie	O
mir	O
,	O
lieber	O
Herr	O
Hesse	Mann
,	O
von	O
Ihrem	O
Leben	O
dort	O
oben	O
im	O
Schwarzwald	O
.	O
Und	O
nehmen	O
Sie	O
es	O
nicht	O
zu	O
genau	O
mit	O
den	O
Briefen	O
:	O
in	O
der	O
