Liebe	O
Tante	Frau
Li	Frau
!	O
Da	O
muß	O
ich	O
ganz	O
schnell	O
schreiben	O
,	O
damit	O
ich	O
von	O
Dir	O
auch	O
einen	O
Brief	O
bekomme	O
und	O
was	O
vom	O
Rainerlein	Mann
höre	O
.	O
Ich	O
sage	O
6	O
Mal	O
am	O
Tag	O
zu	O
Hanna	Frau
:	O
„	O
Er	O
soll	O
kommen	O
“	O
u.	O
dann	O
wieder	O
,	O
nein	O
„	O
er	O
soll	O
nicht	O
kommen	O
“	O
wenns	O
Wetter	O
nämlich	O
zu	O
stürmisch	O
ist	O
und	O
ich	O
seh	O
,	O
daß	O
man	O
nicht	O
am	O
Strand	O
spielen	O
kann	O
und	O
der	O
Wind	O
einen	O
fast	O
vom	O
Deich	O
herunterweht	O
.	O
Ich	O
gebe	O
Mitte	O
nächster	O
Woche	O
Bescheid	O
,	O
ob	O
Rainer	Mann
mitkommen	O
soll	O
oder	O
nicht	O
,	O
denn	O
er	O
soll	O
doch	O
auch	O
was	O
haben	O
von	O
seinem	O
Aufenthalt	O
hier	O
und	O
wenns	O
nicht	O
wärmer	O
wird	O
hat	O
er	O
das	O
nicht	O
.	O
Es	O
ist	O
doch	O
ein	O
scharfes	O
Klima	O
hier	O
,	O
gar	O
nichts	O
für	O
verwöhnte	O
Süddeutsche	Genderneutral
,	O
ich	O
hab	O
‘	O
immer	O
2	O
Mäntel	O
übereinander	O
wenn	O
ich	O
hinausgehe	O
.	O
Heut	O
‘	O
war	O
ich	O
mit	O
Hanna	Frau
in	O
St.	O
Peter	O
,	O
ich	O
bin	O
immer	O
mit	O
ihr	O
zusammen	O
,	O
sie	O
ist	O
sehr	O
lieb	O
und	O
bemuttert	O
mich	O
.	O
Geht	O
der	O
Rainer	Mann
auch	O
nicht	O
allein	O
über	O
die	O
Straße	O
?	O
Und	O
was	O
sagt	O
Guste	Frau
von	O
meinen	O
Mädels	O
?	O
Was	O
macht	O
Robert	Mann
für	O
einen	O
Eindruck	O
.	O
Wie	O
wars	O
Rainer	Mann
‘s	O
Debüt	O
in	O
der	O
Gesellschaft	O
?	O
Es	O
tut	O
mir	O
doch	O
sehr	O
leid	O
,	O
daß	O
ich	O
das	O
nicht	O
miterlebe	O
.	O
Du	O
mußt	O
alles	O
ganz	O
genau	O
schildern	O
.	O
Hoffentlich	O
hat	O
er	O
was	O
davon	O
gehabt	O
und	O
war	O
nicht	O
scheu	O
.	O
Und	O
guckst	O
Du	O
Dir	O
die	O
Maria	Frau
auch	O
manchmal	O
an	O
,	O
daß	O
sie	O
nicht	O
zu	O
sehr	O
verzogen	O
wird	O
.	O
Die	O
Natur	O
ist	O
herrlich	O
hier	O
.	O
Unterkunft	O
Dir	O
wohl	O
zu	O
primitiv	O
aber	O
das	O
stört	O
mich	O
ja	O
nicht	O
.	O
Nur	O
warm	O
müßte	O
es	O
werden	O
.	O
Weißt	O
Du	O
eigentlich	O
,	O
daß	O
Hannas	Frau
Schwester	Frau
,	O
die	O
Pianistin	Frau
den	O
Gerhart	Mann
Günter	Mann
heiratet	O
.	O
Schon	O
nächsten	O
Monat	O
,	O
sie	O
seien	O
schon	O
lang	O
verlobt	O
gewesen	O
.	O
Grüße	O
mir	O
Lottchen	Frau
,	O
Gusti	Frau
,	O
Heinz	Frau
,	O
meinen	O
Rainer	Mann
u.	O
Dir	O
einen	O
herzlichen	O
Kuß	O
von	O
Deiner	O
Dir	O
sehr	O
dankbaren	O
Marianne	Frau
.	O
8	O
.	O
Juli	O
21	O
.	O
Liebste	O
Marianne	Frau
!	O
Lilott	Frau
schreibt	O
,	O
Du	O
seist	O
bös	O
,	O
daß	O
ich	O
abgereist	O
bin	O
ohne	O
Dir	O
Nachricht	O
zu	O
geben	O
.	O
Aber	O
so	O
töricht	O
wirst	O
Du	O
doch	O
nicht	O
sein	O
.	O
Du	O
mußtest	O
so	O
lang	O
wie	O
möglich	O
bleiben	O
,	O
ich	O
mußte	O
weg	O
,	O
und	O
die	O
Kinder	O
waren	O
wirklich	O
bestens	O
aufgehoben	O
.	O
-	O
Ich	O
muß	O
Dir	O
zuerst	O
erzählen	O
,	O
daß	O
mich	O
der	O
Rainer	Mann
reinweg	O
bezaubert	O
hat	O
.	O
Ich	O
strahle	O
,	O
wenn	O
ich	O
von	O
ihm	O
spreche	O
.	O
Ein	O
entzückendes	O
Kind	Genderneutral
.	O
Dabei	O
mustergültig	O
brav	O
.	O
Übers	O
Essen	O
spricht	O
er	O
kein	O
Wort	O
:	O
er	O
ißt	O
einfach	O
auf	O
was	O
er	O
krigt	O
.	O
Such	O
Dir	O
so	O
nochmal	O
so	O
ein	O
Kind	Genderneutral
.	O
Geweint	O
hat	O
er	O
bestimmt	O
nicht	O
einmal	O
so	O
lang	O
Du	O
weg	O
warst	O
.	O
Am	O
letzten	O
Tag	O
vor	O
meiner	O
Reise	O
spielte	O
er	O
im	O
Schlafzimmer	O
vor	O
meinem	O
Bild	O
„	O
Idda	Frau
,	O
bist	O
Du	O
das	O
?	O
“	O
Ja	O
.	O
„	O
Da	O
warst	O
Du	O
aber	O
ein	O
hübsches	O
Mädchen	Frau
!	O
“	O
Es	O
war	O
überwältigend	O
drollig	O
.	O
So	O
viel	O
Anerkennung	O
lag	O
in	O
seiner	O
Stimme	O
.	O
Ich	O
denke	O
viel	O
und	O
in	O
innigster	O
Liebe	O
an	O
Euch	O
.	O
Wenn	O
nur	O
das	O
wünschen	O
was	O
nutzte	O
!	O
Herzlichst	O
Die	O
Tante	Frau
Li	Frau
.	O
Tante	Frau
ist	O
doch	O
zu	O
scheußlich	O
.	O
Blankenese	O
Liebe	O
Tante	Frau
Li	Frau
!	O
Herzlichen	O
Dank	O
für	O
den	O
lieben	O
Brief	O
,	O
ich	O
muß	O
gestehn	O
,	O
als	O
ich	O
nach	O
Hause	O
kam	O
und	O
zu	O
Dir	O
rüber	O
wollte	O
und	O
Robert	Mann
da	O
erklärte	O
,	O
du	O
seist	O
verreist	O
und	O
erst	O
hatte	O
er	O
mich	O
in	O
Ording	O
noch	O
Käse	O
als	O
Mitbring	O
für	O
Dich	O
kaufen	O
lassen	O
,	O
da	O
wars	O
mir	O
als	O
ob	O
der	O
Boden	O
unter	O
den	O
Füßen	O
weggezogen	O
wäre	O
,	O
so	O
betrogen	O
fühlte	O
ich	O
mich	O
.	O
Aber	O
nun	O
hab	O
ichs	O
wieder	O
“	O
vergessen	O
“	O
,	O
es	O
geht	O
mir	O
auch	O
wirklich	O
viel	O
besser	O
und	O
nach	O
Frau	Frau
Der	O
Wage	O
habe	O
ich	O
letzte	O
Woche	O
sogar	O
hier	O
noch	O
1	O
Pf	O
.	O
zugenommen	O
.	O
Sie	O
bestellt	O
mich	O
alle	O
8	O
Tage	O
herein	O
und	O
da	O
werd	O
‘	O
ich	O
gewogen	O
.	O
Meine	O
Heiserkeit	O
ist	O
jetzt	O
auch	O
fast	O
ganz	O
weg	O
.	O
Ich	O
nehme	O
mich	O
auch	O
sehr	O
zusammen	O
,	O
nun	O
noch	O
nicht	O
zu	O
viel	O
zu	O
arbeiten	O
,	O
aber	O
Frl	Frau
.	O
Grabow	Frau
ist	O
vor	O
einigen	O
Tagen	O
ziemlich	O
zusammengeklappt	O
u.	O
Fr	Frau
.	O
Lüning	Frau
muß	O
auch	O
geschont	O
werden	O
,	O
sie	O
sieht	O
recht	O
elend	O
aus	O
.	O
Wir	O
versuchen	O
unsern	O
Haushalt	O
möglichst	O
zu	O
vereinfachen	O
.	O
Das	O
Rainerlein	Mann
hat	O
die	O
ganze	O
erste	O
Zeit	O
immerfort	O
von	O
Dir	O
gesprochen	O
,	O
jetzt	O
läßt	O
es	O
etwas	O
nach	O
,	O
aber	O
ich	O
merkte	O
aus	O
Allem	O
,	O
welche	O
Fortschritte	O
er	O
bei	O
Dir	O
gemacht	O
hat	O
.	O
Ich	O
bin	O
Dir	O
so	O
dankbar	O
für	O
alles	O
,	O
was	O
Du	O
für	O
den	O
Jungen	Mann
getan	O
hast	O
.	O
Er	O
ist	O
augenblicklich	O
wirklich	O
in	O
einem	O
famosen	O
Stadium	O
,	O
mir	O
kommen	O
immer	O
die	O
Thränen	O
wenn	O
er	O
nun	O
morgens	O
einen	O
Blumenstrauß	O
für	O
mein	O
Schlafzimmer	O
bringt	O
oder	O
rührend	O
seine	O
Blumenvase	O
,	O
die	O
ich	O
ihm	O
mitbrachte	O
versorgt	O
.	O
Die	O
letzten	O
3	O
Tage	O
ist	O
er	O
außerdem	O
in	O
einem	O
so	O
ausgelassenen	O
Zustand	O
,	O
daß	O
man	O
ihn	O
kaum	O
vergessen	O
kann	O
.	O
Bei	O
dieser	O
Hitze	O
wirklich	O
ein	O
Zeichen	O
von	O
Gesundheit	O
.	O
Maria	Frau
bleibt	O
scheinbar	O
immer	O
die	O
Gleiche	O
,	O
sie	O
spart	O
sich	O
sehr	O
viel	O
Anstrengung	O
,	O
indem	O
sie	O
Rainer	Mann
einfach	O
alles	O
nachmacht	O
,	O
jede	O
Bewegung	O
u.	O
jedes	O
Wort	O
,	O
freilich	O
meist	O
ohne	O
Verständnis	O
.	O
Fr	Frau
.	O
Dr.	Frau
M.	Frau
-	Frau
W.	Frau
war	O
gar	O
nicht	O
zufrieden	O
,	O
daß	O
sie	O
ganz	O
ohne	O
Nachricht	O
von	O
Dir	O
,	O
sie	O
hätte	O
,	O
glaube	O
ich	O
,	O
an	O
Dr.	Mann
Stern	Mann
schreiben	O
wollen	O
,	O
Du	O
hättest	O
auch	O
sicher	O
in	O
Langen	O
-	O
schwalbach	O
nicht	O
genug	O
Bewegung	O
.	O
Ich	O
freu	O
‘	O
mich	O
sehr	O
wenn	O
Du	O
im	O
August	O
mit	O
Tante	Frau
Alice	Frau
herkommst	O
.	O
Am	O
16	O
.	O
August	O
fahren	O
Robert	Mann
und	O
ich	O
für	O
14	O
Tage	O
weg	O
.	O
Heut	O
mittag	O
kommt	O
die	O
Schapire	Frau
zum	O
Thee	O
weil	O
Robert	Mann
sie	O
für	O
die	O
Holzschnitte	O
vom	O
jungen	O
Holldorf	Mann
,	O
dem	O
Schützling	Mann
von	O
Frau	Frau
Anne	Frau
in	O
München	O
interessieren	O
will	O
.	O
Der	O
Heinrich	Mann
war	O
ja	O
neulich	O
auch	O
hier	O
und	O
hat	O
uns	O
allen	O
viel	O
besser	O
gefallen	O
wie	O
früher	O
.	O
Er	O
ist	O
wirklich	O
weicher	O
geworden	O
.	O
Sonst	O
versuche	O
ich	O
möglichst	O
wenig	O
heute	O
zu	O
sehen	O
,	O
damit	O
nicht	O
so	O
viel	O
Arbeit	O
ist	O
.	O
Nun	O
Schluß	O
,	O
die	O
Schapire	Frau
muß	O
gleich	O
kommen	O
,	O
ich	O
hab	O
‘	O
schon	O
wieder	O
Angst	O
vor	O
ihr	O
.	O
Herzlichst	O
küßt	O
Dich	O
Deine	O
Dir	O
dankbare	O
Mariann	Frau
.	O
Grüße	O
bitte	O
Sterns	O
von	O
mir	O
.	O
Liebe	O
Tante	Frau
Li	Frau
!	O
Ich	O
wollt	O
‘	O
ja	O
schon	O
lang	O
schreiben	O
,	O
aber	O
es	O
ging	O
aber	O
wirklich	O
nicht	O
,	O
ich	O
war	O
so	O
vollkommen	O
angespannt	O
die	O
Woche	O
,	O
daß	O
da	O
halt	O
auch	O
kein	O
Eck	O
frei	O
ist	O
zum	O
Schreiben	O
und	O
‘	O
s	O
Insbettgehen	O
wurde	O
halt	O
auch	O
immer	O
so	O
spät	O
.	O
Dabei	O
kein	O
Einladerei	O
oder	O
dgl	O
,	O
wie	O
Du	O
wohl	O
denkst	O
.	O
D.h.	O
doch	O
2	O
Tage	O
war	O
ich	O
in	O
der	O
Stadt	O
,	O
aber	O
der	O
eine	O
war	O
die	O
aufregende	O
Tügelverhandlung	O
