1931	O
Schloß	O
Gripsholm	O
Erstes	O
Kapitel	O
1	O
8	O
.	O
Juni	O
Wie	O
Sie	O
wissen	O
 	O
habe	O
ich	O
in	O
der	O
letzten	O
Zeit	O
allerhand	O
politische	O
Bücher	O
verlegt	O
 	O
mit	O
denen	O
Sie	O
sich	O
ja	O
hinlänglich	O
beschäftigt	O
haben	O
.	O
Nun	O
möchte	O
ich	O
doch	O
aber	O
wieder	O
einmal	O
die	O
 	O
schöne	O
Literatur	O
`	O
pflegen	O
.	O
Haben	O
Sie	O
gar	O
nichts	O
?	O
Wie	O
wäre	O
es	O
denn	O
mit	O
einer	O
kleinen	O
Liebesgeschichte	O
?	O
Überlegen	O
Sie	O
sich	O
das	O
mal	O
!	O
Das	O
Buch	O
soll	O
nicht	O
teuer	O
werden	O
 	O
und	O
ich	O
drucke	O
Ihnen	O
für	O
den	O
Anfang	O
zehntausend	O
Stück	O
.	O
Die	O
befreundeten	O
Sortimenter	O
sagen	O
mir	O
jedesmal	O
auf	O
meinen	O
Reisen	O
 	O
wie	O
gern	O
die	O
Leute	O
so	O
etwas	O
lesen	O
.	O
Wie	O
ist	O
es	O
damit	O
?	O
Sie	O
haben	O
bei	O
uns	O
noch	O
46	O
RM	O
gut	O
--	O
wohin	O
sollen	O
wir	O
Ihnen	O
die	O
überweisen	O
?	O
Mit	O
den	O
besten	O
Grüßen	O
Ihr	O
-LRB-	O
Riesenschnörkel	O
-RRB-	O
Ernst	Mann
Rowohlt	Mann
10	O
.	O
Juni	O
Ja	O
 	O
eine	O
Liebesgeschichte	O
...	O
lieber	O
Meister	Mann
 	O
wie	O
denken	O
Sie	O
sich	O
das	O
?	O
In	O
der	O
heutigen	O
Zeit	O
Liebe	O
?	O
Lieben	O
Sie	O
?	O
Wer	O
liebt	O
denn	O
heute	O
noch	O
?	O
Dann	O
schon	O
lieber	O
eine	O
kleine	O
Sommergeschichte	O
.	O
Die	O
Sache	O
ist	O
nicht	O
leicht	O
.	O
Sie	O
wissen	O
 	O
wie	O
sehr	O
es	O
mir	O
widerstrebt	O
 	O
die	O
Öffentlichkeit	O
mit	O
meinem	O
persönlichen	O
Kram	O
zu	O
behelligen	O
--	O
das	O
fällt	O
also	O
fort	O
.	O
Außerdem	O
betrüge	O
ich	O
jede	O
Frau	Frau
mit	O
meiner	O
Schreibmaschine	O
und	O
erlebe	O
daher	O
nichts	O
Romantisches	O
.	O
Und	O
soll	O
ich	O
mir	O
die	O
Geschichte	O
vielleicht	O
ausdenken	O
?	O
Phantasie	O
haben	O
doch	O
nur	O
die	O
Geschäftsleute	O
 	O
wenn	O
sie	O
nicht	O
zahlen	O
können	O
.	O
Dann	O
fällt	O
ihnen	O
viel	O
ein	O
.	O
Unsereinem	O
...	O
Schreibe	O
ich	O
den	O
Leuten	O
nicht	O
ihren	O
Wunschtraum	O
-LRB-	O
 	O
Die	O
Gräfin	Frau
raffte	O
ihre	O
Silber-Robe	O
 	O
würdigte	O
den	O
Grafen	Mann
keines	O
Blickes	O
und	O
fiel	O
die	O
Schloßtreppe	O
hinunter	O
`	O
-RRB-	O
 	O
dann	O
bleibt	O
nur	O
noch	O
das	O
Propplem	O
über	O
die	O
Ehe	O
als	O
Zimmer-Gymnastik	O
 	O
die	O
 	O
Menschliche	O
Einstellung	O
`	O
und	O
all	O
das	O
Zeug	O
 	O
das	O
wir	O
nicht	O
mögen	O
.	O
Woher	O
nehmen	O
und	O
nicht	O
bei	O
Villon	O
stehlen	O
?	O
Da	O
wir	O
grade	O
von	O
Lyrik	O
sprechen	O
:	O
Wie	O
kommt	O
es	O
 	O
daß	O
Sie	O
in	O
§	O
9	O
unsres	O
Verlagsvertrages	O
15	O
Prozent	O
honorarfreie	O
Exemplare	O
berechnen	O
?	O
So	O
viel	O
Rezensionsexemplare	O
schicken	O
Sie	O
doch	O
niemals	O
in	O
die	O
Welt	O
hinaus	O
!	O
So	O
jagen	O
Sie	O
den	O
sauern	O
Schweiß	O
Ihrer	O
Autoren	O
durch	O
die	O
Gurgel	O
--	O
kein	O
Wunder	O
 	O
daß	O
Sie	O
auf	O
Samt	O
saufen	O
 	O
während	O
unsereiner	O
auf	O
harten	O
Bänken	O
dünnes	O
Bier	O
schluckt	O
.	O
Aber	O
so	O
ist	O
alles	O
.	O
Daß	O
Sie	O
mir	O
gut	O
sind	O
 	O
wußte	O
ich	O
.	O
Daß	O
Sie	O
mir	O
für	O
46	O
RM	O
gut	O
sind	O
 	O
erfreut	O
mein	O
Herz	O
.	O
Bitte	O
wie	O
gewöhnlich	O
an	O
die	O
alte	O
Adresse	O
.	O
Übrigens	O
fahre	O
ich	O
nächste	O
Woche	O
in	O
Urlaub	O
.	O
Mit	O
vielen	O
schönen	O
Grüßen	O
Ihr	O
Tucholsky	Mann
12	O
.	O
Juni	O
Die	O
15	O
%	O
honorarfreien	O
Exemplare	O
sind	O
--	O
also	O
das	O
können	O
Sie	O
mir	O
wirklich	O
glauben	O
--	O
meine	O
einzige	O
Verdienstmöglichkeit	O
.	O
Lieber	O
Herr	Mann
Tucholsky	Mann
 	O
wenn	O
Sie	O
unsre	O
Bilanz	O
sähen	O
 	O
dann	O
wüßten	O
Sie	O
 	O
daß	O
es	O
ein	O
armer	O
Verleger	Mann
gar	O
nicht	O
leicht	O
hat	O
.	O
Ohne	O
die	O
15	O
%	O
könnte	O
ich	O
überhaupt	O
nicht	O
existieren	O
und	O
würde	O
glatt	O
verhungern	O
.	O
Das	O
werden	O
Sie	O
doch	O
nicht	O
wollen	O
.	O
Die	O
