Aber	O
nun	O
zu	O
der	O
Bowle	O
eine	O
Geschichte	O
!	O
Wer	O
erzählt	O
uns	O
eine	O
Geschichte	O
?	O
Ja	O
eine	O
Geschichte	O
,	O
aber	O
eine	O
wahre	O
.	O
Und	O
die	O
zugleich	O
überraschend	O
ist	O
.	O
Und	O
recht	O
schauerlich	O
;	O
o	O
Herr	Mann
Pastor	Mann
,	O
Sie	O
sind	O
unser	O
Mann	O
;	O
würzen	O
Sie	O
unsern	O
Punsch	O
mit	O
einer	O
Geschichte	O
aus	O
Ihrem	O
thatenreichen	O
Leben	O
!	O
--	O
Alle	O
Blicke	O
richteten	O
sich	O
auf	O
den	O
Pastor	Mann
,	O
welcher	O
schmunzelnd	O
umherschaute	O
.	O
Aus	O
meinem	O
thatenreichen	O
Leben	O
?	O
sagte	O
er	O
mitleidig	O
lächelnd	O
.	O
--	O
Wahrhaftig	O
--	O
wenn	O
alle	O
Menschen	O
so	O
thatenreich	O
gelebt	O
hätten	O
,	O
als	O
ich	O
--	O
es	O
sähe	O
recht	O
still	O
und	O
friedlich	O
auf	O
der	O
Welt	O
aus	O
.	O
Nein	O
,	O
meine	O
Lieben	O
!	O
ich	O
bin	O
weder	O
ein	O
Gil	O
Blaß	O
,	O
noch	O
ein	O
Münchhausen	O
;	O
ich	O
bin	O
ein	O
ruheliebender	O
Diener	O
des	O
Herrn	O
,	O
der	O
seit	O
vielen	O
Jahren	O
nicht	O
über	O
die	O
Grenze	O
seiner	O
Pfarre	O
hinausgekommen	O
ist	O
.	O
Wenden	O
Sie	O
sich	O
lieber	O
an	O
den	O
Herrn	Mann
Major	Mann
--	O
Beileibe	O
nicht	O
!	O
rief	O
dieser	O
,	O
ich	O
will	O
mich	O
hängen	O
lassen	O
,	O
wenn	O
mein	O
Kriegerleben	O
in	O
dieser	O
friedlichen	O
Zeit	O
nicht	O
eben	O
so	O
unblutig	O
als	O
das	O
seiner	O
Hochehrwürden	Mann
gewesen	O
!	O
Aber	O
wenn	O
ich	O
nicht	O
irre	O
,	O
so	O
sind	O
Sie	O
,	O
Herr	Mann
Pastor	Mann
,	O
in	O
der	O
westphälischen	O
Zeit	O
Mitglied	O
einer	O
geheimen	O
Verbindung	O
gewesen	O
--	O
auch	O
sollen	O
Sie	O
einmal	O
über	O
Hals	O
und	O
Kopf	O
bei	O
nächtlicher	O
Weile	O
wegen	O
Conspirationen	O
nach	O
Cassel	O
transportirt	O
sein	O
;	O
ich	O
weiß	O
nicht	O
,	O
wer	O
mir	O
davon	O
gesagt	O
hat	O
;	O
das	O
können	O
Sie	O
uns	O
ja	O
mit	O
einigen	O
poetischen	O
Ausschmückungen	O
zum	O
Besten	O
geben	O
.	O
In	O
der	O
That	O
,	O
versetzte	O
der	O
Geistliche	Mann
,	O
ich	O
habe	O
in	O
meiner	O
Jugend	O
etwas	O
der	O
Art	O
erlebt	O
;	O
aber	O
ich	O
zweifle	O
,	O
ob	O
diese	O
mir	O
selbst	O
allerdings	O
höchst	O
interessante	O
Begebenheit	O
geeignet	O
sein	O
möchte	O
--	O
O	O
gewiß	O
!	O
unterbrach	O
man	O
ihn	O
von	O
allen	O
Seiten	O
,	O
erzählen	O
Sie	O
uns	O
die	O
Geschichte	O
Ihrer	O
Konspiration	O
das	O
muß	O
herrlich	O
sein	O
--	O
Ich	O
bin	O
zu	O
neugierig	O
,	O
rief	O
Fräulein	Frau
Antonie	Frau
,	O
unsern	O
lieben	O
,	O
frommen	O
Pastor	Mann
als	O
Genossen	O
einer	O
Verschwörung	O
kennen	O
zu	O
lernen	O
.	O
Ich	O
kann	O
Sie	O
mir	O
gar	O
nicht	O
in	O
solcher	O
Rolle	O
denken	O
.	O
Ich	O
war	O
auch	O
der	O
unschuldigste	O
Mensch	O
bei	O
der	O
ganzen	O
Geschichte	O
,	O
versetzte	O
Jener	O
.	O
Indessen	O
,	O
wenn	O
Sie	O
es	O
denn	O
hören	O
wollen	O
,	O
so	O
sei	O
es	O
darum	O
;	O
aber	O
ich	O
bleibe	O
außer	O
Verantwortung	O
,	O
wenn	O
Sie	O
sich	O
dabei	O
langweilen	O
.	O
So	O
hören	O
Sie	O
denn	O
den	O
getreuen	O
Bericht	O
von	O
der	O
merkwürdigsten	O
Nacht	O
meines	O
Lebens	O
.	O
Das	O
Schneegestöber	O
draußen	O
und	O
die	O
nächtliche	O
Stille	O
,	O
welche	O
nur	O
zuweilen	O
ein	O
heulender	O
Windstoß	O
unterbricht	O
,	O
das	O
Alles	O
ist	O
eine	O
vortreffliche	O
Begleitung	O
zu	O
den	O
Scenen	O
,	O
die	O
ich	O
Ihrer	O
Phantasie	O
vorführen	O
werde	O
.	O
Am	O
12	O
.	O
Februar	O
1812	O
Nachmittags	O
stand	O
ich	O
in	O
Halle	O
auf	O
meinem	O
Studirzimmer	O
und	O
packte	O
meinen	O
Koffer	O
.	O
Dies	O
Geschäft	O
war	O
nicht	O
so	O
einfach	O
,	O
als	O
es	O
bei	O
meinen	O
geringen	O
Habseligkeiten	O
zu	O
erwarten	O
stand	O
.	O
Denn	O
wenn	O
ich	O
auch	O
wenig	O
Wäsche	O
und	O
keinen	O
Überflus	O
an	O
sonstigen	O
Kleidungstücken	O
hatte	O
,	O
so	O
besaß	O
ich	O
doch	O
verhältnismaßig	O
viele	O
,	O
meist	O
in	O
Auctionen	O
und	O
Trödelbuden	O
erstandene	O
Bücher	O
,	O
von	O
denen	O
ich	O
aus	O
Mängel	O
an	O
Raum	O
nur	O
einen	O
Theil	O
mitnehmen	O
konnte	O
.	O
Die	O
Auswahl	O
wurde	O
mir	O
unendlich	O
schwer	O
;	O
wohl	O
sämtliche	O
Bücher	O
passirten	O
nach	O
und	O
nach	O
den	O
Koffer	O
,	O
ohne	O
daß	O
ich	O
zu	O
einem	O
Endresultat	O
gelangen	O
konnte	O
.	O
Kaum	O
glaubte	O
ich	O
